CO_CID,NO_CID,TP_AGRAVO,TP_SEXO,TP_ESTADIO,VL_CAMPOS_IRRADIADOS
N748,Inflamação pélvica feminina em outras doenças classificadas em outra parte,0,F,N,0000
N75,Doenças da glândula de Bartholin,0,I,N,0000
N750,Cisto da glândula de bartholin,0,F,N,0000
N751,Abscesso da glândula de bartholin,0,F,N,0000
N758,Outras doenças da glândula de bartholin,0,F,N,0000
N759,Doença não especificada da glândula de bartholin,0,F,N,0000
N76,Outras afecções inflamatórias da vagina e da vulva,0,I,N,0000
N760,Vaginite aguda,0,F,N,0000
N761,Vaginite subaguda e crônica,0,F,N,0000
N762,Vulvite aguda,0,F,N,0000
N763,Vulvite subaguda e crônica,0,F,N,0000
N764,Abscesso vulvar,0,F,N,0000
N765,Ulceração vaginal,0,F,N,0000
N766,Ulceração vulvar,0,F,N,0000
N768,Outras inflamações especificadas da vagina e da vulva,0,F,N,0000
N77,Úlceração e inflamação vulvovaginais em doenças classificadas em outra parte,0,I,N,0000
N770,Ulceração da vulva em doenças infecciosas e parasitárias classificadas em outra parte,0,F,N,0000
N771,"Vaginite, vulvite e vulvovaginite em doenças infecciosas e parasitárias classificadas em outra parte",0,F,N,0000
N778,Ulceração e inflamação vulvovaginais em outras doenças classificadas em outra parte,0,F,N,0000
N80,Endometriose,0,I,N,0000
N800,Endometriose do útero,0,F,N,0000
N801,Endometriose do ovário,0,F,N,0000
N802,Endometriose da trompa de falópio,0,F,N,0000
N803,Endometriose do peritônio pélvico,0,F,N,0000
N804,Endometriose do septo retovaginal e da vagina,0,F,N,0000
N805,Endometriose do intestino,0,F,N,0000
N806,Endometriose em cicatriz cutânea,0,F,N,0000
N808,Outra endometriose,0,F,N,0000
N809,Endometriose não especificada,0,F,N,0000
N81,Prolapso genital feminino,0,I,N,0000
N810,Uretrocele feminina,0,F,N,0000
N811,Cistocele,0,F,N,0000
N812,Prolapso uterovaginal incompleto,0,F,N,0000
N813,Prolapso uterovaginal completo,0,F,N,0000
N814,Prolapso uterovaginal não especificado,0,F,N,0000
N815,Enterocele vaginal,0,F,N,0000
N816,Retocele,0,F,N,0000
N818,Outro prolapso genital feminino,0,F,N,0000
N819,Prolapso genital feminino não especificado,0,F,N,0000
N82,Fístulas do trato genital feminino,0,I,N,0000
N820,Fístula vesicovaginal,0,F,N,0000
N821,Outras fístulas do trato geniturinário feminino,0,F,N,0000
N822,Fístula vagina-intestino delgado,0,F,N,0000
N823,Fístula vagina-cólon,0,F,N,0000
N824,Outras fístulas genito-intestinais femininas,0,F,N,0000
N825,Fístula genitocutânea feminina,0,F,N,0000
N828,Outras fístulas do trato genital feminino,0,F,N,0000
N829,Fístulas não especificadas do trato genital feminino,0,F,N,0000
N83,Transtornos não-inflamatórios do ovário da trompa defalopio e do ligamento largo,0,I,N,0000
N830,Cisto folicular do ovário,0,F,N,0000
N831,Cisto do corpo lúteo,0,F,N,0000
N832,Outros cistos ovarianos e os não especificados,0,F,N,0000
N833,Atrofia adquirida do ovário e da trompa de falópio,0,F,N,0000
N834,Prolapso e hérnia do ovário e da trompa de falópio,0,F,N,0000
N835,"Torção do ovário, do pedículo ovariano e da trompa de falópio",0,F,N,0000
N836,Hematossalpinge,0,F,N,0000
N837,Hematoma do ligamento largo,0,F,N,0000
N838,"Outros transtornos não-inflamatórios do ovário, da trompa de falópio e do ligamento largo",0,F,N,0000
N839,"Transtornos não-inflamatórios do ovário, da trompa de falópio e do ligamento largo, não especificado",0,F,N,0000
N84,Pólipo do trato genital feminino,0,I,N,0000
N840,Pólipo do corpo do útero,0,F,N,0000
N841,Pólipo do colo do útero,0,F,N,0000
N842,Pólipo da vagina,0,F,N,0000
N843,Pólipo da vulva,0,F,N,0000
N848,Pólipo de outras partes do trato genital feminino,0,F,N,0000
N849,Pólipo do trato genital feminino não especificado,0,F,N,0000
N85,Transtornos não-inflamatórios do útero exceto do colo do utero,0,I,N,0000
N850,Hiperplasia glandular endometrial,0,F,N,0000
N851,Hiperplasia adenomatosa endometrial,0,F,N,0000
N852,Hipertrofia do útero,0,F,N,0000
N853,Subinvolução do útero,0,F,N,0000
N854,Posição anormal do útero,0,F,N,0000
N855,Inversão do útero,0,F,N,0000
N856,Sinéquias intra-uterinas,0,F,N,0000
N857,Hematometra,0,F,N,0000
N858,Outros transtornos não-inflamatórios especificados do útero,0,F,N,0000
N859,"Transtornos não-inflamatórios do útero, não especificados",0,F,N,0000
N86,Erosão e ectrópio do colo do útero,0,F,N,0000
N87,Displasia do colo do utero,0,I,N,0000
N870,Displasia cervical leve,0,F,N,0000
N871,Displasia cervical moderada,0,F,N,0000
N872,"Displasia cervical grave, não classificada em outra parte",0,F,N,0000
N879,"Displasia do colo do útero, não especificada",0,F,N,0000
N88,Transtornos não-inflamatórios do colo do utero,0,I,N,0000
N880,Leucoplasia do colo do útero,0,F,N,0000
N881,Laceração antiga do colo do útero,0,F,N,0000
N882,Estreitamento e estenose do colo do útero,0,F,N,0000
N883,Incompetência do colo do útero,0,F,N,0000
N884,Alongamento hipertrófico do colo do útero,0,F,N,0000
N888,Outros transtornos não-inflamatórios especificados do colo do útero,0,F,N,0000
N889,Transtorno não-inflamatório e não especificado do colo do útero,0,F,N,0000
N89,Transtornos não-inflamatórios da vagina,0,I,N,0000
N890,Displasia vaginal leve,0,F,N,0000
N891,Displasia vaginal moderada,0,F,N,0000
N892,"Displasia vaginal grave, não classificada em outra parte",0,F,N,0000
N893,"Displasia da vagina, não especificada",0,F,N,0000
N894,Leucoplasia da vagina,0,F,N,0000
N895,Estreitamento e atresia da vagina,0,F,N,0000
N896,Anel himenal apertado,0,F,N,0000
N897,Hematocolpos,0,F,N,0000
N898,Outros transtornos não-inflamatórios especificados da vagina,0,F,N,0000
N899,"Transtorno não-inflamatório da vagina, não especificado",0,F,N,0000
N90,Transtornos não-inflamatórios da vulva e do perineo,0,I,N,0000
N900,Displasia vulvar leve,0,F,N,0000
N901,Displasia vulvar moderada,0,F,N,0000
N902,"Displasia vulvar grave, não classificada em outra parte",0,F,N,0000
N903,"Displasia de vulva, não especificada",0,F,N,0000
N904,Leucoplasia de vulva,0,F,N,0000
N905,Atrofia da vulva,0,F,N,0000
N906,Hipertrofia da vulva,0,F,N,0000
N907,Cisto vulvar,0,F,N,0000
N908,Outros transtornos não-inflamatórios especificados da vulva e do períneo,0,F,N,0000
N909,Transtorno não-inflamatório e não especificado da vulva e do períneo,0,F,N,0000
N91,Menstruação ausente escassa e pouco frequente,0,I,N,0000
N910,Amenorréia primária,0,F,N,0000
N911,Amenorréia secundária,0,F,N,0000
N912,"Amenorréia, não especificada",0,F,N,0000
N913,Oligomenorréia primária,0,F,N,0000
N914,Oligomenorréia secundária,0,F,N,0000
N915,"Oligomenorréia, não especificada",0,F,N,0000
N92,Menstruação excessiva frequente e irregular,0,I,N,0000
N920,Menstruação excessiva e freqüente com ciclo regular,0,F,N,0000
N921,Menstruação excessiva e freqüente com ciclo irregular,0,F,N,0000
N922,Menstruação excessiva na puberdade,0,F,N,0000
N923,Sangramento da ovulação,0,F,N,0000
N924,Sangramento abundante na pré-menopausa,0,F,N,0000
N925,Outros tipos especificados de irregularidade da menstruação,0,F,N,0000
N926,"Menstruação irregular, não especificada",0,F,N,0000
N93,Outros sangramentos anormais do útero e da vagina,0,I,N,0000
N930,Sangramentos pós-coito ou de contato,0,F,N,0000
N938,Outros sangramentos anormais especificados do útero e da vagina,0,F,N,0000
N939,"Sangramento anormal do útero ou da vagina, não especificado",0,F,N,0000
N94,Outras afecções associadas com os orgãos genitais femininos e com o ciclo menstrual,0,I,N,0000
N940,Ovulação dolorosa [Mittelschmerz],0,F,N,0000
N941,Dispareunia,0,F,N,0000
N942,Vaginismo,0,F,N,0000
N943,Síndrome de tensão pré-menstrual,0,F,N,0000
N944,Dismenorréia primária,0,F,N,0000
N945,Dismenorréia secundária,0,F,N,0000
N946,Dismenorréia não especificada,0,F,N,0000
N948,Outras afecções especificadas associadas com os órgãos genitais femininos e com o ciclo menstrual,0,F,N,0000
N949,Afecções não especificadas associadas com os órgãos genitais femininos e com o ciclo menstrual,0,F,N,0000
N95,Transtornos da menopausa e da perimenopausa,0,I,N,0000
N950,Sangramento pós-menopausa,0,F,N,0000
N951,Estado da menopausa e do climatério feminino,0,F,N,0000
N952,Vaginite atrófica pós-menopausa,0,F,N,0000
N953,Condições associadas com a menopausa artificial,0,F,N,0000
N958,Outros transtornos especificados da menopausa e da perimenopausa,0,F,N,0000
N959,Transtorno não especificado da menopausa e da perimenopausa,0,F,N,0000
N96,Abortamento habitual,0,F,N,0000
N97,Infertilidade feminina,0,I,N,0000
N970,Infertilidade feminina associada à anovulação,0,F,N,0000
N971,Infertilidade feminina de origem tubária,0,F,N,0000
N972,Infertilidade feminina de origem uterina,0,F,N,0000
N973,Infertilidade feminina de origem cervical,0,F,N,0000
N974,Infertilidade feminina associada à fatores do parceiro,0,F,N,0000
N978,Infertilidade feminina de outra origem,0,F,N,0000
N979,Infertilidade feminina não especificada,0,F,N,0000
N98,Complicações associadas a fecundação artificial,0,I,N,0000
N980,Infecção associada à inseminação artificial,0,F,N,0000
N981,Hiperestimulação dos ovários,0,F,N,0000
N982,Complicações relacionadas com a tentativa de introdução do óvulo fecundado artificialmente(in vitro),0,F,N,0000
N983,Complicações relacionadas com a tentativa de transferência do embrião,0,F,N,0000
N988,Outras complicações associadas à fecundação artificial,0,F,N,0000
N989,Complicações não especificadas associadas à fecundação artificial,0,F,N,0000
N99,Transtornos do trato geniturinário pós-procedimentosnao classificados em outra parte,0,I,N,0000
N990,Insuficiência renal pós-procedimentos,0,I,N,0000
N991,Estreitamento de uretra pós-procedimentos,0,I,N,0000
N992,Aderências pós-operatórias da vagina,0,F,N,0000
N993,Prolapso de cúpula de vagina pós-histerectomia,0,F,N,0000
N994,Aderências do peritônio pélvico pós-procedimentos,0,I,N,0000
N995,Mau funcionamento de abertura externa (estoma) do trato urinário,0,I,N,0000
N998,Outros transtornos pós-procedimentos do aparelho geniturinário,0,I,N,0000
N999,Transtorno pós-procedimento não especificado do aparelho geniturinário,0,I,N,0000
O00,Gravidez ectópica,0,I,N,0000
O000,Gravidez abdominal,0,F,N,0000
O001,Gravidez tubária,0,F,N,0000
O002,Gravidez ovariana,0,F,N,0000
O008,Outras formas de gravidez ectópica,0,F,N,0000
O009,"Gravidez ectópica, não especificada",0,F,N,0000
O01,Mola hidatiforme,0,I,N,0000
O010,Mola hidatiforme clássica,0,F,N,0000
O011,Mola hidatiforme incompleta ou parcial,0,F,N,0000
O019,Mola hidatiforme não especificada,0,F,N,0000
O02,Outros produtos anormais da concepção,0,I,N,0000
O020,Ovo claro e mola não-hidatiforme,0,F,N,0000
O021,Aborto retido,0,F,N,0000
O028,Outros produtos anormais da concepção especificados,0,F,N,0000
O029,"Produto anormal da concepção, não especificado",0,F,N,0000
O03,Aborto espontâneo,0,I,N,0000
O030,"Aborto espontâneo - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos",0,F,N,0000
O031,"Aborto espontâneo - incompleto, complicado por hemorragia excessiva ou tardia",0,F,N,0000
O032,"Aborto espontâneo - incompleto, complicado por embolia",0,F,N,0000
O033,"Aborto espontâneo - incompleto, com outras complicações ou com complicações não especificadas",0,F,N,0000
O034,"Aborto espontâneo - incompleto, sem complicações",0,F,N,0000
O035,"Aborto espontâneo - completo ou não espec., complicado p/ infec. do trato genital ou órg. pélvicos",0,F,N,0000
O036,"Aborto espontâneo - completo ou não espec., complicado p/ hemor. excessiva ou tardia",0,F,N,0000
O037,"Aborto espontâneo - completo ou não espec., complicado p/ embolia",0,F,N,0000
O038,"Aborto espontâneo - completo ou não espec., com outras complicações ou com complicações não especif.",0,F,N,0000
O039,"Aborto espontâneo - completo ou não espec., sem complicações",0,F,N,0000
O04,Aborto por razões medicas e legais,0,I,N,0000
O040,"Aborto por razões médicas/legais - incompl., complicado p/ infec. do trato genital ou órg. pélvicos",0,F,N,0000
O041,"Aborto por razões médicas/legais - incompl., complicado por hemorragia excessiva ou tardia",0,F,N,0000
O042,"Aborto por razões médicas/legais - incompl., complicado por embolia",0,F,N,0000
O043,"Aborto por razões médicas/legais - incompl., com outras complic. ou com complic. não especificadas",0,F,N,0000
O044,"Aborto por razões médicas/legais - incompl., sem complicações",0,F,N,0000
O045,"Aborto por razões médicas/legais - compl. ou ñ espec., complic. p/infec. do trato genit./órg. pélv.",0,F,N,0000
O046,"Aborto por razões médicas/legais - compl. ou não espec., complic. p/hemorragia excessiva ou tardia",0,F,N,0000
O047,"Aborto por razões médicas/legais - compl. ou não espec., complic. p/embolia",0,F,N,0000
O048,"Aborto por razões médicas/legais - compl. ou não espec., com out. complic./complic. ñ especificadas",0,F,N,0000
O049,"Aborto por razões médicas/legais - compl. ou não espec., sem complicações",0,F,N,0000
O05,Outros tipos de aborto,0,I,N,0000
O050,"Outros tipos de aborto - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos",0,F,N,0000
O051,"Outros tipos de aborto - incompleto, complicado por hemorragia excessiva ou tardia",0,F,N,0000
O052,"Outros tipos de aborto - incompleto, complicado por embolia",0,F,N,0000
O053,"Outros tipos de aborto - incompleto, com outras complicações ou com complicações não especificadas",0,F,N,0000
O054,"Outros tipos de aborto - incompleto, sem complicações",0,F,N,0000
O055,"Outros tipos de aborto - completo ou não especificado, complic. p/infec. do trato genit./órg. pélv.",0,F,N,0000
O056,"Outros tipos de aborto - completo ou não especificado, complicado por hemorragia excessiva ou tardia",0,F,N,0000
O057,"Outros tipos de aborto - completo ou não especificado, complicado por embolia",0,F,N,0000
O058,"Outros tipos de aborto - completo ou não especificado, com out. complic./complic. não especificadas",0,F,N,0000
O059,"Outros tipos de aborto - completo ou não especificado, sem complicações",0,F,N,0000
O06,Aborto não especificado,0,I,N,0000
O060,"Aborto não especificado - incompleto, complicado por infec. do trato genital ou dos órgãos pélvicos",0,F,N,0000
O061,"Aborto não especificado - incompleto, complicado por hemorragia excessiva ou tardia",0,F,N,0000
O062,"Aborto não especificado - incompleto, complicado por embolia",0,F,N,0000
O063,"Aborto não especificado - incompleto, com outras complicações ou com complicações não especificadas",0,F,N,0000
O064,"Aborto não especificado - incompleto, sem complicações",0,F,N,0000
O065,"Aborto não especificado - completo ou não especificado, complic. p/infec. do trato genit./órg. pélv",0,F,N,0000
O066,"Aborto não especificado - completo ou não especificado, complic. por hemorragia excessiva ou tardia",0,F,N,0000
O067,"Aborto não especificado - completo ou não especificado, complicado por embolia",0,F,N,0000
O068,"Aborto não especificado - completo ou não especificado, com out. complic./complic. ñ especificadas",0,F,N,0000
O069,"Aborto não especificado - completo ou não especificado, sem complicações",0,F,N,0000
O07,Falha de tentativa de aborto,0,I,N,0000
O070,"Falha de aborto provocado por razões médicas, complic. p/infec. do trato genit./órg. pélv",0,F,N,0000
O071,"Falha de aborto provocado por razões médicas, complicado por hemorragia tardia ou excessiva",0,F,N,0000
O072,"Falha de aborto provocado por razões médicas, complicado por embolia",0,F,N,0000
O073,"Falha de aborto provocado por razões médicas, com out. complic./complic. ñ especificadas",0,F,N,0000
O074,"Falha de aborto provocado por razões médicas, sem complicações",0,F,N,0000
O075,"Outras formas, e as ñ espec., de falha na prov. aborto, complic. p/infec. do trato genit./órg. pélv",0,F,N,0000
O076,"Outras formas, e as ñ espec., de falha na prov. aborto, complic. por hemorragia tardia ou excessiva",0,F,N,0000
O077,"Outras formas, e as ñ espec., de falha na prov. aborto, complicadas por embolia",0,F,N,0000
O078,"Outras formas, e as ñ espec., de falha na prov. aborto, com out. complic./complic. ñ especificadas",0,F,N,0000
O079,"Outras formas, e as ñ espec., de falha na prov. aborto, sem complicação",0,F,N,0000
O08,Complicações consequentes a aborto e gravidez ectópica ou molar,0,I,N,0000
O080,Infecção do trato genital e dos órgãos pélvicos conseqüente a aborto e gravidez ectópica e molar,0,F,N,0000
O081,Hemorragia tardia ou excessiva conseqüente a aborto e a gravidez ectópica e molar,0,F,N,0000
O082,Embolia conseqüente a aborto e a gravidez ectópica e molar,0,F,N,0000
O083,Choque conseqüente a aborto e a gravidez ectópica e molar,0,F,N,0000
O084,Insuficiência renal conseqüente a aborto e a gravidez ectópica e molar,0,F,N,0000
O085,Distúrbios metabólicos conseqüentes a aborto e a gravidez ectópica e molar,0,F,N,0000
O086,Lesão a órgãos e a tecidos pélvicos conseqüentes a aborto e a gravidez ectópica e molar,0,F,N,0000
O087,Outras complicações venosas conseqüentes a aborto e a gravidez ectópica e molar,0,F,N,0000
O088,Outras complicações conseqüentes a aborto e a gravidez ectópica e molar,0,F,N,0000
O089,"Complicações conseqüentes a aborto e gravidez ectópica e molar, não especificadas",0,F,N,0000
O10,Hipertensão pre-existente complicando a gravidez o parto e o puerpério,0,I,N,0000
O100,"Hipertensão essencial pré-existente complicando a gravidez, o parto e o puerpério",0,F,N,0000
O101,"Doença cardíaca hipertensiva pré-existente complicando a gravidez, o parto e o puerpério",0,F,N,0000
O102,"Doença renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério",0,F,N,0000
O103,"Doença cardíaca e renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério",0,F,N,0000
O104,"Hipertensão secundária pré-existente complicando a gravidez, o parto e o puerpério",0,F,N,0000
O109,"Hipertensão pré-existente não especificada, complicando a gravidez, o parto e o puerpério",0,F,N,0000
O11,DISTURBIO HIPERTENSIVO PRE-EXISTENTE COM PROTEINURIA SUPERPOSTA,0,F,N,0000
O12,Edema e proteinúria gestacionais (induzidos pela gravidez) sem hipertensão,0,I,N,0000
O120,Edema gestacional,0,F,N,0000
O121,Proteinúria gestacional,0,F,N,0000
O122,Edema gestacional com proteinúria,0,F,N,0000
O13,HIPERTENSAO GESTACIONAL (INDUZIDA PELA GRAVIDEZ) SEM PROTEINURIA SIGNIFICATIVA,0,F,N,0000
O14,Hipertensão gestacional (induzida pela gravidez) com proteinúria significativa,0,I,N,0000
O140,Pré-eclâmpsia moderada,0,F,N,0000
O141,Pré-eclâmpsia grave,0,F,N,0000
O149,Pré-eclâmpsia não especificada,0,F,N,0000
O15,Eclampsia,0,I,N,0000
O150,Eclâmpsia na gravidez,0,F,N,0000
O151,Eclâmpsia no trabalho de parto,0,F,N,0000
O152,Eclâmpsia no puerpério,0,F,N,0000
O159,Eclâmpsia não especificada quanto ao período,0,F,N,0000
O16,HIPERTENSAO MATERNA NAO ESPECIFICADA,0,F,N,0000
O20,Hemorragia do início da gravidez,0,I,N,0000
O200,Ameaça de aborto,0,F,N,0000
O208,Outras hemorragias do início da gravidez,0,F,N,0000
O209,"Hemorragia do início da gravidez, não especificada",0,F,N,0000
O21,Vomitos excessivos na gravidez,0,I,N,0000
O210,Hiperêmese gravídica leve,0,F,N,0000
O211,Hiperêmese gravídica com distúrbio metabólico,0,F,N,0000
O212,Vômitos tardios da gravidez,0,F,N,0000
O218,Outras formas de vômitos complicando a gravidez,0,F,N,0000
O219,"Vômitos da gravidez, não especificados",0,F,N,0000
O22,Complicações venosas na gravidez,0,I,N,0000
O220,Varizes dos membros inferiores na gravidez,0,F,N,0000
O221,Varizes genitais na gravidez,0,F,N,0000
O222,Tromboflebite superficial na gravidez,0,F,N,0000
O223,Flebotrombose profunda na gravidez,0,F,N,0000
O224,Hemorróidas na gravidez,0,F,N,0000
O225,Trombose venosa cerebral na gravidez,0,F,N,0000
O228,Outras complicações venosas na gravidez,0,F,N,0000
O229,"Complicações venosas na gravidez, não especificadas",0,F,N,0000
O23,Infecções do trato geniturinário na gravidez,0,I,N,0000
O230,Infecções do rim na gravidez,0,F,N,0000
O231,Infecções da bexiga na gravidez,0,F,N,0000
O232,Infecções da uretra na gravidez,0,F,N,0000
O233,Infecções de outras partes do trato urinário na gravidez,0,F,N,0000
O234,Infecção não especificada do trato urinário na gravidez,0,F,N,0000
O235,Infecções do trato genital na gravidez,0,F,N,0000
O239,Outras infecções e as não especificadas do trato urinário na gravidez,0,F,N,0000
O24,Diabetes mellitus na gravidez,0,I,N,0000
O240,"Diabetes Mellitus pré-existente, insulino-dependente",0,F,N,0000
O241,"Diabetes Mellitus pré-existente, não-insulino-dependente",0,F,N,0000
O242,"Diabetes Mellitus pré-existente, relacionado com a desnutrição",0,F,N,0000
O243,"Diabetes Mellitus pré-existente, não especificado",0,F,N,0000
O244,Diabetes Mellitus que surge durante a gravidez,0,F,N,0000
O249,"Diabetes Mellitus na gravidez, não especificado",0,F,N,0000
O25,DESNUTRICAO NA GRAVIDEZ,0,F,N,0000
O26,Outras complicações ligadas predominantemente a gravidez,0,I,N,0000
O260,Ganho excessivo de peso na gravidez,0,F,N,0000
O261,Ganho de peso insuficiente na gravidez,0,F,N,0000
O262,Assistência à gravidez por motivo de abortamento habitual,0,F,N,0000
O263,Retenção de dispositivo intra-uterino contraceptivo (diu) na gravidez,0,F,N,0000
O264,Herpes gestacional,0,F,N,0000
O265,Síndrome da hipotensão materna,0,F,N,0000
O266,"Transtornos do fígado na gravidez, no parto e no puerpério",0,F,N,0000
O267,"Subluxação da sínfise (púbica) na gravidez, parto e puerpério",0,F,N,0000
O268,"Outras afecções especificadas, ligadas a gravidez",0,F,N,0000
O269,"Afecções ligadas a gravidez, não especificadas",0,F,N,0000
O28,Achados anormais do rastreamento (screening) antenatal da mãe,0,I,N,0000
O280,Achados hematológicos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O281,Achados bioquímicos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O282,Achados citológicos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O283,Achados ultrassonográficos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O284,Achados radiológicos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O285,Achados cromossômicos e genéticos anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O288,Outros achados anormais do rastreamento [screening] antenatal da mãe,0,F,N,0000
O289,"Achados anormais do rastreamento [screening] antenatal da mãe, não especificados",0,F,N,0000
O29,Complicações de anestesia administrada durante a gravidez,0,I,N,0000
O290,Complicações pulmonares de anestesia administrada durante a gravidez,0,F,N,0000
O291,Complicações cardíacas de anestesia administrada durante a gravidez,0,F,N,0000
O292,Complicações relativas ao sistema nervoso central devida a anestesia administrada durante a gravidez,0,F,N,0000
O293,Reação tóxica causada por anestesia local administrada durante a gravidez,0,F,N,0000
O294,Cefaléia causada por anestesia raquidiana ou peridural administradas durante a gravidez,0,F,N,0000
O295,Outras complicações de anestesia raquidiana ou peridural administradas durante a gravidez,0,F,N,0000
O296,Falha ou dificuldade na entubação durante a gravidez,0,F,N,0000
O298,Outras complicações de anestesia durante a gravidez,0,F,N,0000
O299,"Complicações de anestesia durante a gravidez, não especificadas",0,F,N,0000
O30,Gestação multipla,0,I,N,0000
O300,Gravidez dupla,0,F,N,0000
O301,Gravidez trigemelar,0,F,N,0000
O302,Gravidez quadrigemelar,0,F,N,0000
O308,Outras gestações múltiplas,0,F,N,0000
O309,"Gestação múltipla, não especificada",0,F,N,0000
O31,Complicações especificas de gestação multipla,0,I,N,0000
O310,Feto papiráceo,0,F,N,0000
O311,Continuação da gravidez após aborto de um ou mais fetos,0,F,N,0000
O312,Continuação da gravidez após a morte intra-uterina de um ou mais fetos,0,F,N,0000
O318,Outras complicações específicas de gestação múltipla,0,F,N,0000
O32,Assistência prestada a mãe por motivo de apresentação anormal conhecida ou suspeitada do feto,0,I,N,0000
O320,Assistência prestada à mãe por posição fetal instável,0,F,N,0000
O321,Assistência prestada à mãe por apresentação pélvica,0,F,N,0000
O322,Assistência prestada à mãe por posição fetal transversa e oblíqua,0,F,N,0000
O323,"Assistência prestada à mãe por apresentação de face, mento e fronte",0,F,N,0000
O324,Assistência prestada à mãe por polo cefálico alto em gestação a termo,0,F,N,0000
O325,Assistência prestada à mãe por gestação múltipla com apresentação anormal de um ou mais fetos,0,F,N,0000
O326,Assistência prestada à mãe por apresentação composta,0,F,N,0000
O328,Assistência prestada à mãe por outras formas de apresentação anormal do feto,0,F,N,0000
O329,"Assistência prestada à mãe por apresentação anormal do feto, não especificada",0,F,N,0000
O33,Assistência prestada a mãe por uma desproporção conhecida ou suspeita,0,I,N,0000
O330,Assistência prestada à mãe por uma desproporção devida à deformidade da pelve óssea materna,0,F,N,0000
O331,Assistência prestada à mãe por uma desproporção devida à contração geral da pelve,0,F,N,0000
O332,Assistência prestada à mãe por uma desproporção devida à contração do estreito superior da pelve,0,F,N,0000
O333,Assistência prestada à mãe por uma desproporção devida à contração do estreito inferior da pelve,0,F,N,0000
O334,"Assistência prestada à mãe por uma desproporção de origem mista, materna e fetal",0,F,N,0000
O335,Assistência prestada à mãe por uma desproporção devida a feto excepcionalmente grande,0,F,N,0000
O336,Assistência prestada à mãe por uma desproporção devida a feto hidrocefálico,0,F,N,0000
O337,Assistência prestada à mãe por uma desproporção devida a outras deformidades fetais,0,F,N,0000
O338,Assistência prestada à mãe por uma desproporção de outra origem,0,F,N,0000
O339,"Assistência prestada à mãe por uma desproporção, não especificada",0,F,N,0000
O34,Assistência prestada a mãe por anormalidade conhecida ou suspeita dos orgãos pélvicos maternos,0,I,N,0000
O340,Assistência à mãe por malformação congênita do útero,0,F,N,0000
O341,Assistência prestada à mãe por tumor do corpo do útero,0,F,N,0000
O342,Assistência prestada à mãe por cicatriz uterina devida a uma cirurgia anterior,0,F,N,0000
O343,Assistência prestada à mãe por incompetência cervical,0,F,N,0000
O344,Assistência prestada à mãe por outras anormalidades do colo do útero,0,F,N,0000
O345,Assistência prestada à mãe por outras anormalidades do útero gravídico,0,F,N,0000
O346,Assistência prestada à mãe por anormalidade da vagina,0,F,N,0000
O347,Assistência prestada à mãe por anormalidade da vulva e do períneo,0,F,N,0000
O348,Assistência prestada à mãe por outras anormalidades dos órgãos pélvicos,0,F,N,0000
O349,"Assistência prestada à mãe por anormalidade de órgãos pélvicos, não especificada",0,F,N,0000
O35,Assistência prestada a mãe por anormalidade e lesão fetais conhecidas ou suspeitadas,0,I,N,0000
O350,Assistência prestada à mãe por malformação do sistema nervoso central do feto (suspeitada),0,F,N,0000
O351,Assistência prestada à mãe por anormalidade cromossômica (suspeitada) do feto,0,F,N,0000
O352,Assistência prestada à mãe por doença hereditária (suspeitada) do feto,0,F,N,0000
O353,Assistência prestada à mãe por lesão fetal (suspeitada) causada por doença viral materna,0,F,N,0000
O354,Assistência prestada à mãe por lesão (suspeitada) causada ao feto por alcoolismo materno,0,F,N,0000
O355,Assistência prestada à mãe por lesão fetal (suspeitada) causada por drogas,0,F,N,0000
O356,Assistência prestada à mãe por lesão fetal (suspeitada) causada por radiação,0,F,N,0000
O357,Assistência prestada à mãe por lesão fetal (suspeitada) causada por outros procedimentos médicos,0,F,N,0000
O358,Assistência prestada à mãe por outras anormalidades ou lesões fetais (suspeitadas),0,F,N,0000
O359,"Assistência prestada à mãe por lesão ou anormalidade fetais (suspeitadas), não especificadas",0,F,N,0000
O36,Assistência prestada a mãe por outros problemas fetais conhecidos ou suspeitados,0,I,N,0000
O360,Assistência prestada à mãe por isoimunização rh,0,F,N,0000
O361,Assistência prestada à mãe por outros tipos de isoimunização,0,F,N,0000
O362,Assistência prestada à mãe por hidropsia fetal,0,F,N,0000
O363,Assistência prestada à mãe por sinais de hipóxia fetal,0,F,N,0000
O364,Assistência prestada à mãe por morte intra-uterina,0,F,N,0000
O365,Assistência prestada à mãe por insuficiência de crescimento fetal,0,F,N,0000
O366,Assistência prestada à mãe por crescimento fetal excessivo,0,F,N,0000
O367,Assistência prestada à mãe por feto viável em gravidez abdominal,0,F,N,0000
O368,Assistência prestada à mãe por outros problemas fetais especificados,0,F,N,0000
O369,Assistência prestada à mãe por problema fetal não especificado,0,F,N,0000
O40,POLI-HIDRAMNIO,0,F,N,0000
